Order,Level,Code,Parent,Description,Cette catégorie comprend,Cette catégorie comprend aussi,Cette catégorie ne comprend pas,"Décisions de classement (""rulings"")",Cette catégorie comprend,Cette catégorie comprend aussi,Cette catégorie ne comprend pas
508466,6,01.70.10,01.70.1,"Chasse, piégeage et services annexes","Cette sous-catégorie comprend:
- la chasse et le piégeage à des fins commerciales
- le prélèvement d’animaux (vivants ou morts) pour l’alimentation, leur fourrure, leur peau, ou pour les destiner à la recherche, à des parcs zoologiques ou les utiliser comme animaux de compagnie
- la production de pelleteries, de peaux de reptiles ou d’oiseaux provenant d’activités de chasse ou de piégeage","Cette sous-catégorie comprend également:
- la capture sur le rivage de mammifères marins, par exemple: les morses et les phoques","Cette sous-catégorie ne comprend pas:
- la production de pelleteries, de peaux de reptiles ou d’oiseaux provenant de l’exploitation de fermes d’élevage, voir groupe 01.4
- l’élevage de gibier dans des fermes, voir 01.49.1
- la pêche à la baleine, voir 03.00.69
- la production de cuirs et de peaux provenant d’abattoirs, voir 10.11
- la chasse exercée comme activité sportive ou récréative et les services annexes, voir 93.19.13
- les services visant à promouvoir la chasse et le piégeage, voir 94.99.19",,"This subcategory includes:
- hunting and trapping on a commercial basis
- taking of animals (dead or alive) for food, fur, skin, or for use in research, in zoos or as pets
- production of fur skins, reptile or bird skins from hunting or trapping activities","This subcategory also includes:
- land-based catching of sea mammals such as walrus and seal","This subcategory excludes:
- production of fur skins, reptile or bird skins from ranching operations, see group 01.4
- raising of game animals on ranching operations, see 01.49.1
- catching of whales, see 03.00.69
- production of hides and skins originating from slaughterhouses, see 10.11
- hunting for sport or recreation and related service activities, see 93.19.13
- service activities to promote hunting and trapping, see 94.99.19"
508467,2,2,A,Produits sylvicoles et services annexes,,,,,,,
508468,3,02.1,2,Arbres forestiers et services des pépinières,,,,,,,
508469,4,02.10,02.1,Arbres forestiers et services des pépinières,,,,,,,
508470,5,02.10.1,02.10,Plants d’arbres forestiers; semences d’arbres forestiers,,,,,,,
508471,6,02.10.11,02.10.1,Plants d’arbres forestiers,,,,,,,
508472,6,02.10.12,02.10.1,Semences d’arbres forestiers,,,,,,,
508473,5,02.10.2,02.10,Services des pépinières forestières,,,,,,,
508474,6,02.10.20,02.10.2,Services des pépinières forestières,,,"Cette sous-catégorie ne comprend pas:
- les services de pépinières d’arbres de Noël, voir 01.30.10",,,,"This subcategory excludes:
- Christmas tree nursery services, see 01.30.10"
508475,5,02.10.3,02.10,Arbres forestiers,,,,,,,
508476,6,02.10.30,02.10.3,Arbres forestiers,,,,,,,
508477,3,02.2,2,Bois brut,,,,,,,
508478,4,02.20,02.2,Bois brut,,,,,,,
508479,5,02.20.1,02.20,Bois brut,,,,,,,
508480,6,02.20.11,02.20.1,Grumes de conifères,,,,,,,
508481,6,02.20.12,02.20.1,"Grumes de feuillus, à l’exclusion des bois tropicaux",,,,,,,
508482,6,02.20.13,02.20.1,Grumes de bois tropicaux,,,,,,,
508483,6,02.20.14,02.20.1,Bois de chauffage,,,,,,,
508484,3,02.3,2,Autres produits forestiers,,,,,,,
508485,4,02.30,02.3,Autres produits forestiers,,,,,,,
508486,5,02.30.1,02.30,Gommes naturelles,,,,,,,
508487,6,02.30.11,02.30.1,"Balata, gutta-percha, gommes chiclé et de guayule et gommes naturelles similaires",,,,,,,
508488,6,02.30.12,02.30.1,"Gomme laque, baumes et autres gommes et résines naturelles",,,,,,,
508489,5,02.30.2,02.30,"Liège naturel, brut ou simplement préparé",,,,,,,
508490,6,02.30.20,02.30.2,"Liège naturel, brut ou simplement préparé",,,,,,,
508491,5,02.30.3,02.30,"Parties de plantes, herbes, mousses et lichens utilisables à des fins ornementales",,,,,,,
508492,6,02.30.30,02.30.3,"Parties de plantes, herbes, mousses et lichens utilisables à des fins ornementales",,,,,,,
508493,5,02.30.4,02.30,Produits forestiers comestibles,,,,,,,
508494,6,02.30.40,02.30.4,Produits forestiers comestibles,,,,,,,
508495,3,02.4,2,Services de soutien à l’exploitation forestière,,,,,,,
508496,4,02.40,02.4,Services de soutien à l’exploitation forestière,,,,,,,
508497,5,02.40.1,02.40,Services de soutien à l’exploitation forestière,,,,,,,
508498,6,02.40.10,02.40.1,Services de soutien à l’exploitation forestière,"Cette sous-catégorie comprend:
- les services annexes à la sylviculture:
  . inventaires forestiers
  . services de conseil en gestion et administration de la forêt
  . évaluation du bois
  . protection et lutte contre les feux de forêt
  . lutte contre les parasites forestiers
- les services annexes à l’exploitation forestière:
  . transport de grumes dans les forêts
- la mise à disposition de machines sylvicoles avec conducteur et personnel",,"Cette sous-catégorie ne comprend pas:
- l’exploitation de pépinières forestières, voir 02.10.20
- le drainage des terrains sylvicoles, voir 43.12.11
- le déblayage des chantiers de construction, voir 43.12.11",,"This subcategory includes:
- forestry services:
  . forestry inventories
  . forest management consulting services
  . timber evaluation
  . forest fire fighting and protection
  . forest pest control
- logging services:
  . transport of logs within the forest
- provision of forestry machinery with crew and operators",,"This subcategory excludes:
- operation of forest tree nurseries, see 02.10.20
- draining of forestry land, see 43.12.11
- clearing of building sites, see 43.12.11"
508499,2,3,A,Produits de la pêche et de l’aquaculture; services de soutien à la pêche,,,,,,,
508500,3,03.0,3,Produits de la pêche et de l’aquaculture; services de soutien à la pêche,,,,,,,
508501,4,03.00,03.0,Produits de la pêche et de l’aquaculture; services de soutien à la pêche,,,,,,,
508502,5,03.00.1,03.00,"Poissons, vivants",,,,,,,
508503,6,03.00.11,03.00.1,Poissons d’ornement vivants,,,,,,,
508504,6,03.00.12,03.00.1,"Poissons de mer vivants, sauvages",,,,,,,
508505,6,03.00.13,03.00.1,"Poissons d’eau douce vivants, sauvages",,,,,,,
508506,6,03.00.14,03.00.1,"Poissons de mer vivants, d’élevage",,,,,,,
508507,6,03.00.15,03.00.1,"Poissons d’eau douce vivants, d’élevage",,,,,,,
508508,5,03.00.2,03.00,"Poissons, frais ou réfrigérés",,,,,,,
508509,6,03.00.21,03.00.2,"Poissons de mer frais ou réfrigérés, sauvages",,,,,,,
508510,6,03.00.22,03.00.2,"Poissons d’eau douce frais ou réfrigérés, sauvages",,,,,,,
508511,6,03.00.23,03.00.2,"Poissons de mer frais ou réfrigérés, d’élevage",,,,,,,
508512,6,03.00.24,03.00.2,"Poissons d’eau douce frais ou réfrigérés, d’élevage",,,,,,,
508513,5,03.00.3,03.00,"Crustacés, non congelés ou surgelés",,,,,,,
508514,6,03.00.31,03.00.3,"Crustacés, non congelés ou surgelés, sauvages",,,,,,,
508515,6,03.00.32,03.00.3,"Crustacés, non congelés ou surgelés, d’élevage",,,,,,,
508516,5,03.00.4,03.00,"Mollusques et autres invertébrés aquatiques vivants, frais ou réfrigérés",,,,,,,
508517,6,03.00.41,03.00.4,"Huîtres vivantes, fraîches ou réfrigérées, sauvages",,,,,,,
508518,6,03.00.42,03.00.4,"Autres mollusques et invertébrés aquatiques vivants, frais ou réfrigérés, sauvages",,,,,,,
508519,6,03.00.43,03.00.4,"Huîtres vivantes, fraîches ou réfrigérées, d’élevage",,,,,,,
508520,6,03.00.44,03.00.4,"Autres mollusques et invertébrés aquatiques vivants, frais ou réfrigérés, d’élevage",,,,,,,
508521,5,03.00.5,03.00,"Perles, brutes",,,,,,,
508522,6,03.00.51,03.00.5,"Perles naturelles, brutes",,,,,,,
508523,6,03.00.52,03.00.5,"Perles de culture, brutes",,,,,,,
508524,5,03.00.6,03.00,Autres plantes et animaux aquatiques et leurs produits,,,,,,,
508525,6,03.00.61,03.00.6,"Coraux et produits similaires, coquilles de mollusques, de crustacés ou d’échinodermes et os de seiche",,,,,,,
508526,6,03.00.62,03.00.6,Éponges naturelles,,,,,,,
508527,6,03.00.63,03.00.6,Algues sauvages,,,,,,,
508528,6,03.00.64,03.00.6,Algues de culture,,,,,,,
508529,6,03.00.69,03.00.6,Autres plantes et animaux aquatiques et leurs produits n.c.a.,"Cette sous-catégorie comprend:
- les grenouilles d’élevage
- les baleines",,,,"This subcategory includes:
- farmed frogs
- whales",,
508530,5,03.00.7,03.00,Services de soutien à la pêche et à l’aquaculture,,,,,,,
508531,6,03.00.71,03.00.7,Services de soutien à la pêche,,,,,,,
508532,6,03.00.72,03.00.7,Services de soutien à l’aquaculture,,,,,,,
508533,1,B,,PRODUITS DES INDUSTRIES EXTRACTIVES,,,,,,,
508534,2,5,B,Houille et lignite,,,,,,,
508535,3,05.1,5,Houille,,,,,,,
508536,4,05.10,05.1,Houille,,,,,,,
508537,5,05.10.1,05.10,Houille,,,,,,,
508538,6,05.10.10,05.10.1,Houille,,,"Cette sous-catégorie ne comprend pas:
- les briquettes, boulets et combustibles solides similaires obtenus à partir de la houille, voir 19.20.11",,,,"This subcategory excludes:
- briquettes, ovoids and similar solid fuels manufactured from coal, see 19.20.11"
508539,3,05.2,5,Lignite,,,,,,,
508540,4,05.20,05.2,Lignite,,,,,,,
508541,5,05.20.1,05.20,Lignite,,,,,,,
508542,6,05.20.10,05.20.1,Lignite,,,"Cette sous-catégorie ne comprend pas:
- les briquettes, boulets et combustibles solides similaires obtenus à partir du lignite, voir 19.20.12",,,,"This subcategory excludes:
- briquettes, ovoids and similar solid fuels manufactured from lignite, see 19.20.12"
508543,2,6,B,Hydrocarbures,,,,,,,
508544,3,06.1,6,Pétrole brut,,,,,,,
508545,4,06.10,06.1,Pétrole brut,,,,,,,
508546,5,06.10.1,06.10,Huiles brutes de pétrole ou de minéraux bitumineux,,,,,,,
508547,6,06.10.10,06.10.1,Huiles brutes de pétrole ou de minéraux bitumineux,,,,,,,
508548,5,06.10.2,06.10,Sables et schistes bitumineux,,,,,,,
508549,6,06.10.20,06.10.2,Sables et schistes bitumineux,,,,,,,
508550,3,06.2,6,"Gaz naturel, liquéfié ou gazeux",,,,,,,
508551,4,06.20,06.2,"Gaz naturel, liquéfié ou gazeux",,,,,,,
508552,5,06.20.1,06.20,"Gaz naturel, liquéfié ou gazeux",,,,,,,
508553,6,06.20.10,06.20.1,"Gaz naturel, liquéfié ou gazeux",,,,,,,
508554,2,7,B,Minerais métalliques,,,,,,,
508555,3,07.1,7,Minerais de fer,,,,,,,
508556,4,07.10,07.1,Minerais de fer,,,,,,,
508557,5,07.10.1,07.10,Minerais de fer,,,,,,,
508558,6,07.10.10,07.10.1,Minerais de fer,,,,,,,
508559,3,07.2,7,Minerais de métaux non ferreux,,,,,,,
508560,4,07.21,07.2,Minerais d’uranium et de thorium,,,,,,,
508561,5,07.21.1,07.21,Minerais d’uranium et de thorium,,,,,,,
508562,6,07.21.10,07.21.1,Minerais d’uranium et de thorium,,,,,,,
508563,4,07.29,07.2,Autres minerais métalliques,,,,,,,
508564,5,07.29.1,07.29,Autres minerais métalliques,,,,,,,
508565,6,07.29.11,07.29.1,Minerais de cuivre,,,,,,,
508566,6,07.29.12,07.29.1,Minerais de nickel,,,,,,,
508567,6,07.29.13,07.29.1,Minerais d’aluminium,,,,,,,
508568,6,07.29.14,07.29.1,Minerais de métaux précieux,,,,,,,
508569,6,07.29.15,07.29.1,"Minerais de plomb, de zinc et d’étain",,,,,,,
508570,6,07.29.19,07.29.1,Autres minerais métalliques n.c.a.,,,,,,,
508571,2,8,B,Autres produits des industries extractives,,,,,,,
508572,3,08.1,8,"Pierres, sables et argiles",,,,,,,
508573,4,08.11,08.1,"Pierres ornementales ou de construction, calcaire industriel, gypse, craie et ardoise",,,,,,,
508574,5,08.11.1,08.11,Pierres ornementales ou de construction,,,,,,,
508575,6,08.11.11,08.11.1,Marbres et autres pierres marbrières,,,,,,,
508576,6,08.11.12,08.11.1,"Granit, grès et autres pierres ornementales ou de construction",,,,,,,
508577,5,08.11.2,08.11,Calcaire industriel et gypse,,,,,,,
508578,6,08.11.20,08.11.2,Calcaire industriel et gypse,,,,,,,
508579,5,08.11.3,08.11,Craie et dolomie crue,,,,,,,
508580,6,08.11.30,08.11.3,Craie et dolomie crue,,,,,,,
508581,5,08.11.4,08.11,Ardoise,,,,,,,
508582,6,08.11.40,08.11.4,Ardoise,,,,,,,
508583,4,08.12,08.1,"Sables et granulats, argiles et kaolin",,,,,,,
508584,5,08.12.1,08.12,Sables et granulats,,,,,,,
508585,6,08.12.11,08.12.1,Sables naturels,,,,,,,
508586,6,08.12.12,08.12.1,"Granulats, roches concassées; cailloux et graviers",,,,,,,
508587,6,08.12.13,08.12.1,"Mélanges de laitiers et de déchets industriels similaires, comprenant ou non des cailloux, graviers, galets et silex pour utilisation dans la construction",,,,,,,
508588,5,08.12.2,08.12,Argiles et kaolin,,,,,,,
508589,6,08.12.21,08.12.2,Kaolin et autres argiles kaoliniques,,,,,,,
508590,6,08.12.22,08.12.2,"Autres argiles, andalousite, cyanite, sillimanite; mullite; chamottes ou terres de dinas",,,,,,,
508591,3,08.9,8,Produits des industries extractives n.c.a.,,,,,,,
508592,4,08.91,08.9,Minéraux chimiques et engrais minéraux,,,,,,,
508593,5,08.91.1,08.91,Minéraux chimiques et engrais minéraux,,,,,,,
508594,6,08.91.11,08.91.1,Phosphates de calcium naturel ou phosphates alumino-calciques,,,,,,,
508595,6,08.91.12,08.91.1,Pyrites de fer non grillées; soufre brut ou non raffiné,,,,,,,
508596,6,08.91.19,08.91.1,Autres minéraux chimiques et engrais minéraux,,,,,,,
508597,4,08.92,08.9,Tourbe,,,,,,,
508598,5,08.92.1,08.92,Tourbe,,,,,,,
508599,6,08.92.10,08.92.1,Tourbe,,,"Cette sous-catégorie ne comprend pas:
- les briquettes, boulets et combustibles solides similaires obtenus à partir de la tourbe, voir 19.20.13",,,,"This subcategory excludes:
- briquettes, ovoids and similar solid fuels manufactured from peat, see 19.20.13"
508600,4,08.93,08.9,Sel et chlorure de sodium pur; eau de mer,,,,,,,
508601,5,08.93.1,08.93,Sel et chlorure de sodium pur; eau de mer,,,,,,,
508602,6,08.93.10,08.93.1,Sel et chlorure de sodium pur; eau de mer,,,"Cette sous-catégorie ne comprend pas:
- le sel de qualité alimentaire, voir 10.84.30",,,,"This subcategory excludes:
- food-grade salt, see 10.84.30"
508603,4,08.99,08.9,Autres produits des industries extractives n.c.a.,,,,,,,
508604,5,08.99.1,08.99,Bitumes et asphaltes naturels; asphaltites et roche asphaltique,,,,,,,
508605,6,08.99.10,08.99.1,Bitumes et asphaltes naturels; asphaltites et roche asphaltique,,,,,,,
508606,5,08.99.2,08.99,"Pierres précieuses et semi-précieuses; diamants industriels, bruts ou dégrossis; pierre ponce; émeri; corindon et grenat naturels et autres abrasifs naturels; autres minéraux",,,,,,,
508607,6,08.99.21,08.99.2,"Pierres précieuses et semi-précieuses (à l’exclusion des diamants industriels), brutes ou dégrossies",,,,,,,
508608,6,08.99.22,08.99.2,"Diamants industriels, bruts ou dégrossis; pierre ponce; émeri; corindon et grenat naturels et autres abrasifs naturels",,,,,,,
508609,6,08.99.29,08.99.2,Autres minéraux,,,,,,,
508610,2,9,B,Services de soutien aux industries extractives,,,,,,,
508611,3,09.1,9,Services de soutien à l’extraction d’hydrocarbures,,,,,,,
508612,4,09.10,09.1,Services de soutien à l’extraction d’hydrocarbures,,,,,,,
508613,5,09.10.1,09.10,Services de soutien à l’extraction d’hydrocarbures,,,"Cette catégorie ne comprend pas:
- les services fournis par les opérateurs de champs de gaz et de pétrole, voir 06.10 et 06.20
- les services spécialisés de réparation des machines pour l’extraction, voir 33.12.24",,,,"This category excludes:
- services performed by operators of oil or gas fields, see 06.10, 06.20
- specialised repair services of mining machinery, see 33.12.24"
508614,6,09.10.11,09.10.1,Forages pour l’extraction d’hydrocarbures,"Cette sous-catégorie comprend:
- le forage et reforage dirigés; le démarrage du forage; la cimentation des revêtements (tubages) de puits de pétrole ou de gaz; le drainage et pompage de puits; le comblement et abandon de puits, etc.
- les sondages d’essai liés à l’extraction du pétrole et du gaz","Cette sous-catégorie comprend également:
- les services spécialisés de protection et de lutte contre les incendies sur les champs de pétrole et de gaz
- les services d’exploration liés à l’extraction du pétrole et du gaz","Cette sous-catégorie ne comprend pas:
- les services de prospection et de conseil géologiques, géophysiques et autres, voir 71.12.3",,"This subcategory includes:
- directional drilling and redrilling; ""spudding in""; cementing oil and gas well casings; draining and pumping of wells; plugging and abandoning wells etc.
- test drilling in connection with petroleum and gas extraction","This subcategory also includes:
- specialised oil and gas field fire fighting services
- exploration services in connection with petroleum and gas extraction","This subcategory excludes:
- geological, geophysical and related prospecting and consulting services, see 71.12.3"
508615,6,09.10.12,09.10.1,"Montage, réparation et démontage de tours de forage et services de soutien annexes à l’extraction d’hydrocarbures",,,,,,,
508616,6,09.10.13,09.10.1,Liquéfaction ou regazéification du gaz naturel sur site à des fins de transport,,,"Cette sous-catégorie ne comprend pas:
- la liquéfaction et la regazéification du gaz naturel en vue de son transport, effectuées sur le site minier, voir 55.21",,,,"This subcategory excludes:
- liquefaction and regasification of natural gas for purpose of transport, done off the mine site, see 52.21"
508617,3,09.9,9,Services de soutien aux autres industries extractives,,,,,,,
508618,4,09.90,09.9,Services de soutien aux autres industries extractives,,,,,,,
508619,5,09.90.1,09.90,Services de soutien aux autres industries extractives,"Cette catégorie comprend les services de soutien exécutés pour le compte de tiers liés aux activités minières des divisions 05, 07 et 08, tels que:
- le drainage et pompage de mines
- les forages d’essai en rapport avec l’exploitation minière
- les services d’exploration en rapport avec l’exploitation minière",,"Cette catégorie ne comprend pas:
- les services fournis par des exploitants de mines et de carrières, voir divisions 05, 07 ou 08
- les services spécialisés de réparation des machines pour l’extraction, voir 33.12.24
- les services de prospection et de conseil géologiques, géophysiques et autres, voir 71.12.3",,"This category includes support services on a fee or contract basis, required for mining activities of divisions 05, 07 and 08, such as:
- draining and pumping of mines
- test drilling in connection with mining
- exploration services in connection with mining",,"This category excludes:
- services performed by operators of mines or quarries, see division 05, 07 or 08
- specialised repair services of mining machinery, see 33.12.24
- geological, geophysical and related prospecting and consulting services, see 71.12.3"
